zipcode,income_level,grade,borough,cuisine_description,score
11373,high income,A,QUEENS,"Bottled beverages, including water, sodas, juices, etc.",8.1
11373,high income,A,QUEENS,Caf̩/Coffee/Tea,7.67
11373,high income,A,QUEENS,Chinese,9.63
11373,high income,A,QUEENS,Italian,10.75
11373,high income,A,QUEENS,"Juice, Smoothies, Fruit Salads",8.4
11373,high income,A,QUEENS,Korean,10.0
11373,high income,A,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12.0
11373,high income,A,QUEENS,Pizza,8.0
11373,high income,A,QUEENS,Sandwiches,7.56
11373,high income,A,QUEENS,Sandwiches/Salads/Mixed Buffet,8.0
11373,high income,A,QUEENS,Spanish,9.67
11373,high income,A,QUEENS,Thai,9.95
11373,high income,A,QUEENS,Vietnamese/Cambodian/Malaysia,9.5
11373,high income,B,QUEENS,American,15.0
11373,high income,B,QUEENS,Asian,20.45
11373,high income,B,QUEENS,Bakery,20.5
11373,high income,B,QUEENS,"Bottled beverages, including water, sodas, juices, etc.",19.0
11373,high income,B,QUEENS,Caf̩/Coffee/Tea,25.0
11373,high income,B,QUEENS,Chinese,18.6
11373,high income,B,QUEENS,Korean,20.0
11373,high income,B,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21.6
11373,high income,B,QUEENS,Sandwiches,19.0
11373,high income,B,QUEENS,Thai,20.0
11373,high income,B,QUEENS,Vietnamese/Cambodian/Malaysia,23.25
11373,high income,C,QUEENS,Bakery,28.0
11373,high income,C,QUEENS,Chinese,3.0
11373,high income,C,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.0
11373,high income,C,QUEENS,Other,28.0
11373,high income,P,QUEENS,Asian,4.0
11373,high income,P,QUEENS,Caf̩/Coffee/Tea,2.0
11373,high income,P,QUEENS,Chinese,5.0
11373,high income,Z,QUEENS,Caf̩/Coffee/Tea,2.0
11373,high income,Z,QUEENS,Chinese,25.0
11373,low income,A,QUEENS,Asian,10.2
11373,low income,A,QUEENS,Bakery,10.5
11373,low income,A,QUEENS,Chinese,9.0
11373,low income,A,QUEENS,Irish,11.5
11373,low income,A,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7.78
11373,low income,A,QUEENS,Pizza,6.25
11373,low income,A,QUEENS,Pizza/Italian,11.5
11373,low income,A,QUEENS,Spanish,8.6
11373,low income,B,QUEENS,Chinese,20.0
11373,low income,B,QUEENS,Irish,17.0
11373,low income,B,QUEENS,Pizza/Italian,23.0
11373,low income,C,QUEENS,Pizza/Italian,47.0
11373,low income,P,QUEENS,Bakery,2.0
11373,medium income,A,QUEENS,American,8.48
11373,medium income,A,QUEENS,Armenian,10.0
11373,medium income,A,QUEENS,Asian,10.25
11373,medium income,A,QUEENS,Bagels/Pretzels,6.67
11373,medium income,A,QUEENS,Bakery,9.87
11373,medium income,A,QUEENS,Caf̩/Coffee/Tea,10.0
11373,medium income,A,QUEENS,Cajun,9.0
11373,medium income,A,QUEENS,Chicken,10.0
11373,medium income,A,QUEENS,Chinese,9.0
11373,medium income,A,QUEENS,Delicatessen,11.0
11373,medium income,A,QUEENS,Donuts,8.14
11373,medium income,A,QUEENS,Filipino,8.0
11373,medium income,A,QUEENS,Hamburgers,3.0
11373,medium income,A,QUEENS,"Ice Cream, Gelato, Yogurt, Ices",12.0
11373,medium income,A,QUEENS,Indonesian,9.0
11373,medium income,A,QUEENS,Irish,11.5
11373,medium income,A,QUEENS,Japanese,8.07
11373,medium income,A,QUEENS,"Juice, Smoothies, Fruit Salads",10.67
11373,medium income,A,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8.94
11373,medium income,A,QUEENS,Mexican,10.0
11373,medium income,A,QUEENS,Pizza,5.83
11373,medium income,A,QUEENS,Pizza/Italian,11.8
11373,medium income,A,QUEENS,Sandwiches/Salads/Mixed Buffet,9.67
11373,medium income,A,QUEENS,Seafood,6.5
11373,medium income,A,QUEENS,Spanish,8.6
11373,medium income,A,QUEENS,Steak,7.11
11373,medium income,A,QUEENS,Tex-Mex,9.5
11373,medium income,B,QUEENS,American,20.33
11373,medium income,B,QUEENS,Bakery,21.0
11373,medium income,B,QUEENS,Filipino,19.5
11373,medium income,B,QUEENS,Irish,17.0
11373,medium income,B,QUEENS,Japanese,21.75
11373,medium income,B,QUEENS,Pizza/Italian,23.0
11373,medium income,B,QUEENS,Seafood,22.0
11373,medium income,C,QUEENS,Donuts,8.0
11373,medium income,C,QUEENS,Japanese,2.0
11373,medium income,C,QUEENS,Pizza/Italian,47.0
11373,medium income,P,QUEENS,American,2.0
11373,medium income,P,QUEENS,Bakery,2.0
11374,medium income,A,QUEENS,American,9.79
11374,medium income,A,QUEENS,Asian,11.0
11374,medium income,A,QUEENS,Bakery,12.0
11374,medium income,A,QUEENS,Caf̩/Coffee/Tea,2.5
11374,medium income,A,QUEENS,Chinese,7.7
11374,medium income,A,QUEENS,Donuts,8.12
11374,medium income,A,QUEENS,Hamburgers,7.6
11374,medium income,A,QUEENS,Indian,11.17
11374,medium income,A,QUEENS,Japanese,10.6
11374,medium income,A,QUEENS,Jewish/Kosher,9.7
11374,medium income,A,QUEENS,"Juice, Smoothies, Fruit Salads",8.0
11374,medium income,A,QUEENS,Middle Eastern,8.0
11374,medium income,A,QUEENS,Peruvian,10.25
11374,medium income,A,QUEENS,Pizza,7.4
11374,medium income,A,QUEENS,Russian,9.0
11374,medium income,A,QUEENS,Sandwiches,8.0
11374,medium income,A,QUEENS,Turkish,11.33
11374,medium income,A,QUEENS,Vegetarian,9.0
11374,medium income,B,QUEENS,American,19.67
11374,medium income,B,QUEENS,Chinese,23.5
11374,medium income,B,QUEENS,Japanese,14.5
11374,medium income,B,QUEENS,Pizza,26.0
11374,medium income,B,QUEENS,Russian,22.0
11374,medium income,C,QUEENS,Asian,35.33
11374,medium income,C,QUEENS,Jewish/Kosher,42.0
11374,medium income,C,QUEENS,Pizza,30.0
11374,medium income,C,QUEENS,Vegetarian,30.0
11374,medium income,P,QUEENS,Indian,2.0
11375,medium income,A,QUEENS,American,9.28
11375,medium income,A,QUEENS,Asian,9.1
11375,medium income,A,QUEENS,Bagels/Pretzels,9.57
11375,medium income,A,QUEENS,Bakery,9.47
11375,medium income,A,QUEENS,Caf̩/Coffee/Tea,7.12
11375,medium income,A,QUEENS,Chinese,9.73
11375,medium income,A,QUEENS,Continental,12.0
11375,medium income,A,QUEENS,Delicatessen,10.75
11375,medium income,A,QUEENS,Donuts,8.35
11375,medium income,A,QUEENS,French,7.0
11375,medium income,A,QUEENS,German,11.0
11375,medium income,A,QUEENS,Greek,9.67
11375,medium income,A,QUEENS,Hamburgers,8.83
11375,medium income,A,QUEENS,"Ice Cream, Gelato, Yogurt, Ices",8.5
11375,medium income,A,QUEENS,Indian,12.25
11375,medium income,A,QUEENS,Irish,10.77
11375,medium income,A,QUEENS,Italian,9.51
11375,medium income,A,QUEENS,Japanese,8.76
11375,medium income,A,QUEENS,Jewish/Kosher,9.8
11375,medium income,A,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9.77
11375,medium income,A,QUEENS,Mediterranean,8.25
11375,medium income,A,QUEENS,Mexican,8.9
11375,medium income,A,QUEENS,Other,6.0
11375,medium income,A,QUEENS,Peruvian,10.67
11375,medium income,A,QUEENS,Pizza,9.26
11375,medium income,A,QUEENS,Pizza/Italian,8.35
11375,medium income,A,QUEENS,Russian,10.25
11375,medium income,A,QUEENS,Sandwiches,8.53
11375,medium income,A,QUEENS,Soups & Sandwiches,7.5
11375,medium income,A,QUEENS,Spanish,10.14
11375,medium income,A,QUEENS,Steak,7.5
11375,medium income,A,QUEENS,Tex-Mex,9.36
11375,medium income,A,QUEENS,Thai,9.4
11375,medium income,A,QUEENS,Turkish,11.25
11375,medium income,B,QUEENS,American,18.88
11375,medium income,B,QUEENS,Asian,22.5
11375,medium income,B,QUEENS,Chinese,16.0
11375,medium income,B,QUEENS,French,19.67
11375,medium income,B,QUEENS,Hamburgers,24.0
11375,medium income,B,QUEENS,Indian,18.5
11375,medium income,B,QUEENS,Irish,17.67
11375,medium income,B,QUEENS,Italian,15.0
11375,medium income,B,QUEENS,Japanese,16.5
11375,medium income,B,QUEENS,Jewish/Kosher,15.5
11375,medium income,B,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",16.0
11375,medium income,B,QUEENS,Mediterranean,20.0
11375,medium income,B,QUEENS,Peruvian,20.33
11375,medium income,B,QUEENS,Pizza/Italian,19.67
11375,medium income,B,QUEENS,Sandwiches,22.0
11375,medium income,B,QUEENS,Tex-Mex,16.0
11375,medium income,B,QUEENS,Thai,19.25
11375,medium income,C,QUEENS,American,40.0
11375,medium income,C,QUEENS,Asian,29.67
11375,medium income,C,QUEENS,Bakery,28.0
11375,medium income,C,QUEENS,Chinese,41.0
11375,medium income,C,QUEENS,Indian,52.0
11375,medium income,C,QUEENS,Irish,43.5
11375,medium income,C,QUEENS,Italian,28.0
11375,medium income,C,QUEENS,Mediterranean,7.0
11375,medium income,C,QUEENS,Mexican,28.0
11375,medium income,C,QUEENS,Pizza,18.33
11375,medium income,P,QUEENS,Bakery,2.0
11375,medium income,P,QUEENS,Indian,4.0
11375,medium income,P,QUEENS,Japanese,3.0
11375,medium income,P,QUEENS,Peruvian,2.0
11375,medium income,P,QUEENS,Thai,4.0
11375,medium income,Z,QUEENS,American,35.0
11375,medium income,Z,QUEENS,Irish,24.0
11375,medium income,Z,QUEENS,Japanese,24.0
11375,medium income,Z,QUEENS,Jewish/Kosher,28.0
11375,medium income,Z,QUEENS,Mediterranean,21.0
11375,medium income,Z,QUEENS,Pizza,2.0
11375,medium income,Z,QUEENS,Thai,0.0
11377,high income,A,QUEENS,American,9.33
11377,high income,A,QUEENS,Chinese,9.0
11377,high income,A,QUEENS,Delicatessen,10.6
11377,high income,A,QUEENS,Donuts,7.25
11377,high income,A,QUEENS,Indian,7.0
11377,high income,A,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12.3
11377,high income,A,QUEENS,Peruvian,12.5
11377,high income,B,QUEENS,American,18.0
11377,high income,B,QUEENS,Indian,20.5
11377,high income,B,QUEENS,Peruvian,21.0
11377,high income,P,QUEENS,American,2.0
11377,high income,P,QUEENS,Delicatessen,4.0
11377,high income,Z,QUEENS,American,2.0
11377,medium income,A,QUEENS,American,8.82
11377,medium income,A,QUEENS,Asian,9.86
11377,medium income,A,QUEENS,Bakery,4.33
11377,medium income,A,QUEENS,Bangladeshi,8.8
11377,medium income,A,QUEENS,Caf̩/Coffee/Tea,7.8
11377,medium income,A,QUEENS,Chinese,8.94
11377,medium income,A,QUEENS,Delicatessen,7.75
11377,medium income,A,QUEENS,Donuts,5.29
11377,medium income,A,QUEENS,Filipino,7.38
11377,medium income,A,QUEENS,French,10.0
11377,medium income,A,QUEENS,Hamburgers,8.8
11377,medium income,A,QUEENS,Irish,9.0
11377,medium income,A,QUEENS,"Juice, Smoothies, Fruit Salads",10.67
11377,medium income,A,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9.88
11377,medium income,A,QUEENS,Mexican,9.38
11377,medium income,A,QUEENS,Not Listed/Not Applicable,4.0
11377,medium income,A,QUEENS,Other,8.38
11377,medium income,A,QUEENS,Pizza,9.62
11377,medium income,A,QUEENS,Pizza/Italian,9.75
11377,medium income,A,QUEENS,Sandwiches,6.0
11377,medium income,A,QUEENS,Spanish,10.75
11377,medium income,A,QUEENS,Thai,9.12
11377,medium income,B,QUEENS,American,20.0
11377,medium income,B,QUEENS,Asian,18.0
11377,medium income,B,QUEENS,Filipino,23.5
11377,medium income,B,QUEENS,Hamburgers,17.0
11377,medium income,B,QUEENS,Irish,22.5
11377,medium income,B,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",22.33
11377,medium income,B,QUEENS,Other,20.0
11377,medium income,B,QUEENS,Pizza/Italian,24.0
11377,medium income,B,QUEENS,Thai,19.0
11377,medium income,C,QUEENS,Asian,39.0
11377,medium income,C,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",32.0
11377,medium income,C,QUEENS,Pizza,37.0
11377,medium income,P,QUEENS,Filipino,3.0
11378,low income,A,QUEENS,American,10.07
11378,low income,A,QUEENS,Bakery,10.5
11378,low income,A,QUEENS,Chinese,8.71
11378,low income,A,QUEENS,Donuts,7.8
11378,low income,A,QUEENS,Eastern European,11.8
11378,low income,A,QUEENS,Japanese,8.4
11378,low income,A,QUEENS,Mexican,10.33
11378,low income,A,QUEENS,Pizza,8.75
11378,low income,A,QUEENS,Pizza/Italian,8.75
11378,low income,A,QUEENS,Sandwiches,9.5
11378,low income,A,QUEENS,Tex-Mex,10.0
11378,low income,B,QUEENS,Mexican,22.0
11378,low income,B,QUEENS,Pizza/Italian,16.0
11378,low income,C,QUEENS,Pizza,37.0
11378,low income,Z,QUEENS,Mexican,2.0
11378,medium income,A,QUEENS,American,10.07
11378,medium income,A,QUEENS,Bakery,10.5
11378,medium income,A,QUEENS,Chinese,8.71
11378,medium income,A,QUEENS,Donuts,7.8
11378,medium income,A,QUEENS,Eastern European,11.8
11378,medium income,A,QUEENS,Japanese,8.4
11378,medium income,A,QUEENS,Mexican,10.33
11378,medium income,A,QUEENS,Pizza,8.75
11378,medium income,A,QUEENS,Pizza/Italian,9.0
11378,medium income,A,QUEENS,Sandwiches,9.5
11378,medium income,A,QUEENS,Spanish,10.33
11378,medium income,A,QUEENS,Tex-Mex,10.0
11378,medium income,B,QUEENS,Mexican,22.0
11378,medium income,B,QUEENS,Pizza/Italian,16.0
11378,medium income,B,QUEENS,Spanish,25.0
11378,medium income,C,QUEENS,Pizza,37.0
11378,medium income,Z,QUEENS,Mexican,2.0
11379,medium income,A,QUEENS,American,7.19
11379,medium income,A,QUEENS,Bagels/Pretzels,9.75
11379,medium income,A,QUEENS,Chinese,10.56
11379,medium income,A,QUEENS,Donuts,8.2
11379,medium income,A,QUEENS,Hamburgers,9.5
11379,medium income,A,QUEENS,"Ice Cream, Gelato, Yogurt, Ices",8.83
11379,medium income,A,QUEENS,Italian,10.67
11379,medium income,A,QUEENS,Japanese,6.0
11379,medium income,A,QUEENS,Other,12.0
11379,medium income,A,QUEENS,Pizza,7.33
11379,medium income,A,QUEENS,Pizza/Italian,10.67
11379,medium income,A,QUEENS,Sandwiches,10.0
11379,medium income,A,QUEENS,Spanish,7.62
11379,medium income,A,QUEENS,Tex-Mex,9.25
11379,medium income,B,QUEENS,Bagels/Pretzels,19.0
11379,medium income,C,QUEENS,American,38.0
11379,medium income,C,QUEENS,Chinese,45.0
11379,medium income,Z,QUEENS,Hamburgers,20.0
11385,low income,A,QUEENS,American,7.6
11385,low income,A,QUEENS,Bakery,7.69
11385,low income,A,QUEENS,Chinese,8.15
11385,low income,A,QUEENS,Indian,9.33
11385,low income,A,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9.53
11385,low income,A,QUEENS,Mexican,10.2
11385,low income,A,QUEENS,Pizza,10.8
11385,low income,A,QUEENS,Pizza/Italian,8.5
11385,low income,A,QUEENS,Spanish,9.0
11385,low income,B,QUEENS,American,15.0
11385,low income,B,QUEENS,Bakery,15.0
11385,low income,B,QUEENS,Chinese,26.0
11385,low income,B,QUEENS,Indian,14.5
11385,low income,B,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",18.25
11385,low income,P,QUEENS,Bakery,5.0
11385,low income,P,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2.0
11385,medium income,A,QUEENS,American,8.22
11385,medium income,A,QUEENS,Caf̩/Coffee/Tea,9.2
11385,medium income,A,QUEENS,Chinese,5.5
11385,medium income,A,QUEENS,Delicatessen,12.0
11385,medium income,A,QUEENS,Donuts,8.25
11385,medium income,A,QUEENS,Eastern European,6.0
11385,medium income,A,QUEENS,Hamburgers,9.6
11385,medium income,A,QUEENS,"Ice Cream, Gelato, Yogurt, Ices",10.25
11385,medium income,A,QUEENS,Japanese,10.33
11385,medium income,A,QUEENS,Mexican,7.0
11385,medium income,A,QUEENS,Spanish,10.5
11385,medium income,A,QUEENS,Tex-Mex,11.0
11385,medium income,B,QUEENS,Caf̩/Coffee/Tea,14.0
11385,medium income,B,QUEENS,Delicatessen,20.0
11385,medium income,B,QUEENS,"Ice Cream, Gelato, Yogurt, Ices",19.0
11385,medium income,B,QUEENS,Japanese,27.0
11385,medium income,C,QUEENS,Spanish,10.0
11411,medium income,A,QUEENS,Chicken,6.75
11415,medium income,A,QUEENS,American,10.73
11415,medium income,A,QUEENS,Caf̩/Coffee/Tea,8.5
11415,medium income,A,QUEENS,Chicken,12.0
11415,medium income,A,QUEENS,Chinese,9.0
11415,medium income,A,QUEENS,Donuts,10.0
11415,medium income,A,QUEENS,Hamburgers,10.33
11415,medium income,A,QUEENS,Indian,8.5
11415,medium income,A,QUEENS,Japanese,10.67
11415,medium income,A,QUEENS,Peruvian,11.5
11415,medium income,A,QUEENS,Pizza/Italian,7.25
11415,medium income,A,QUEENS,Sandwiches/Salads/Mixed Buffet,7.5
11415,medium income,A,QUEENS,Tex-Mex,8.2
11415,medium income,B,QUEENS,American,20.33
11415,medium income,B,QUEENS,Donuts,18.0
11415,medium income,B,QUEENS,Indian,20.0
11415,medium income,B,QUEENS,Jewish/Kosher,17.0
11415,medium income,B,QUEENS,Pizza/Italian,19.5
11415,medium income,C,QUEENS,American,36.5
11415,medium income,C,QUEENS,Caf̩/Coffee/Tea,32.0
11416,medium income,A,QUEENS,Caribbean,10.75
11416,medium income,A,QUEENS,Chicken,12.0
11416,medium income,A,QUEENS,Chinese,7.43
11416,medium income,A,QUEENS,Donuts,5.33
11416,medium income,A,QUEENS,Hamburgers,10.33
11416,medium income,A,QUEENS,Pizza,9.25
11416,medium income,A,QUEENS,Sandwiches,7.0
11416,medium income,B,QUEENS,Chinese,21.67
11416,medium income,B,QUEENS,"Ice Cream, Gelato, Yogurt, Ices",18.33
11416,medium income,B,QUEENS,Pizza,21.0
11416,medium income,P,QUEENS,Hamburgers,0.0
11416,medium income,Z,QUEENS,Hamburgers,27.0
11418,medium income,A,QUEENS,American,8.4
11418,medium income,A,QUEENS,Caf̩/Coffee/Tea,6.5
11418,medium income,A,QUEENS,Caribbean,8.0
11418,medium income,A,QUEENS,Chinese,12.0
11418,medium income,A,QUEENS,Donuts,8.0
11418,medium income,A,QUEENS,Indian,11.33
11418,medium income,A,QUEENS,Italian,9.75
11418,medium income,A,QUEENS,Pizza,8.33
11418,medium income,A,QUEENS,Sandwiches,10.0
11418,medium income,B,QUEENS,Chinese,17.0
11418,medium income,B,QUEENS,Indian,15.0
11418,medium income,B,QUEENS,Italian,19.0
11418,medium income,B,QUEENS,Japanese,20.0
11419,medium income,A,QUEENS,American,10.33
11419,medium income,A,QUEENS,Donuts,8.5
11419,medium income,A,QUEENS,Indian,9.43
11419,medium income,C,QUEENS,Indian,34.0
11419,medium income,P,QUEENS,Indian,4.0
11419,medium income,Z,QUEENS,Indian,24.0
11421,medium income,A,QUEENS,Armenian,8.0
11421,medium income,A,QUEENS,Chinese,10.25
11421,medium income,A,QUEENS,Spanish,12.0
11421,medium income,C,QUEENS,Spanish,2.0
11421,medium income,Z,QUEENS,Armenian,33.0
11422,medium income,A,QUEENS,American,11.5
11422,medium income,A,QUEENS,Caribbean,9.88
11422,medium income,A,QUEENS,Chicken,8.33
11422,medium income,A,QUEENS,Chinese,10.5
11422,medium income,A,QUEENS,Donuts,7.0
11422,medium income,A,QUEENS,Pizza,10.0
11422,medium income,A,QUEENS,Spanish,9.0
11422,medium income,B,QUEENS,Caribbean,21.0
11422,medium income,C,QUEENS,Caribbean,30.0
11422,medium income,Z,QUEENS,Spanish,25.0
11426,medium income,B,QUEENS,American,16.0
11426,medium income,C,QUEENS,American,52.0
11426,medium income,Z,QUEENS,American,26.0
11427,medium income,A,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9.75
11427,medium income,A,QUEENS,Pizza,6.67
11429,medium income,A,QUEENS,Chinese,4.5
11429,medium income,A,QUEENS,Donuts,5.0
11429,medium income,A,QUEENS,Pizza,9.0
11432,low income,A,QUEENS,American,10.72
11432,low income,A,QUEENS,Asian,10.5
11432,low income,A,QUEENS,Caf̩/Coffee/Tea,8.75
11432,low income,A,QUEENS,Chicken,5.0
11432,low income,A,QUEENS,Chinese,9.5
11432,low income,A,QUEENS,Donuts,9.0
11432,low income,A,QUEENS,Filipino,7.5
11432,low income,A,QUEENS,Indian,10.2
11432,low income,A,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9.8
11432,low income,A,QUEENS,Pakistani,8.0
11432,low income,A,QUEENS,Pizza,10.5
11432,low income,A,QUEENS,Pizza/Italian,10.0
11432,low income,A,QUEENS,Sandwiches,6.0
11432,low income,A,QUEENS,Spanish,8.0
11432,low income,A,QUEENS,Vegetarian,8.0
11432,low income,B,QUEENS,American,19.5
11432,low income,B,QUEENS,Asian,19.0
11432,low income,B,QUEENS,Chicken,22.0
11432,low income,B,QUEENS,Chinese,20.0
11432,low income,B,QUEENS,Indian,20.0
11432,low income,C,QUEENS,American,34.0
11432,low income,P,QUEENS,Vegetarian,2.0
11432,low income,Z,QUEENS,Chicken,24.0
11432,medium income,A,QUEENS,American,8.2
11432,medium income,A,QUEENS,Caf̩/Coffee/Tea,4.29
11432,medium income,A,QUEENS,Donuts,10.33
11433,low income,A,QUEENS,Caribbean,10.0
11433,low income,A,QUEENS,Chicken,4.2
11433,low income,A,QUEENS,Sandwiches,9.0
11433,low income,B,QUEENS,Caribbean,18.0
11433,low income,B,QUEENS,Sandwiches,21.0
11433,low income,P,QUEENS,Chicken,2.0
11435,medium income,A,QUEENS,American,10.38
11435,medium income,A,QUEENS,Chinese,8.67
11435,medium income,A,QUEENS,Donuts,10.4
11435,medium income,A,QUEENS,Jewish/Kosher,11.0
11435,medium income,A,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8.8
11435,medium income,A,QUEENS,Peruvian,8.67
11435,medium income,A,QUEENS,Pizza,9.0
11435,medium income,A,QUEENS,Sandwiches,12.0
11435,medium income,A,QUEENS,Spanish,12.0
11435,medium income,B,QUEENS,Pizza,19.5
11435,medium income,B,QUEENS,Sandwiches,17.0
11435,medium income,B,QUEENS,Spanish,21.0
11435,medium income,C,QUEENS,Jewish/Kosher,44.0
11436,low income,A,QUEENS,Donuts,10.33
11436,medium income,A,QUEENS,Donuts,10.33
11691,medium income,A,QUEENS,Caribbean,11.29
11691,medium income,A,QUEENS,Chicken,9.25
11691,medium income,A,QUEENS,Chinese,10.44
11691,medium income,A,QUEENS,Pizza,10.5
11691,medium income,B,QUEENS,Caribbean,18.67
11691,medium income,B,QUEENS,Chinese,21.0
11691,medium income,B,QUEENS,Pizza,24.0
11691,medium income,Z,QUEENS,Chinese,18.0
11692,medium income,A,QUEENS,Chinese,10.0
11692,medium income,A,QUEENS,Donuts,6.64
11692,medium income,A,QUEENS,"Juice, Smoothies, Fruit Salads",5.5
11692,medium income,A,QUEENS,Pizza,11.25
